isogroup329765	Poly(A) RNA polymerase GLD2-A OS=Xenopus laevis GN=papd4-a PE=1 SV=1 E(blastx)=2e-08
isogroup253723	Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens GN=POP1 PE=1 SV=2 E(blastx)=1e-63
isogroup99799	Acetylcholine receptor subunit beta-like 1 OS=Drosophila melanogaster GN=nAChRbeta1 PE=2 SV=1 E(blastx)=5e-36
isogroup253859	Peroxiredoxin-4 OS=Homo sapiens GN=PRDX4 PE=1 SV=1 E(blastx)=3e-98
isogroup248478	Protein RMD5 homolog A OS=Xenopus tropicalis GN=rmnd5a PE=2 SV=1 E(blastx)=2e-139
isogroup199680	Histone-lysine N-methyltransferase SMYD3 OS=Homo sapiens GN=SMYD3 PE=1 SV=4 E(blastx)=7e-11
isogroup262677	Tubulin monoglycylase TTLL3 OS=Danio rerio GN=ttll3 PE=2 SV=1 E(blastx)=4e-166
isogroup200630	Activating signal cointegrator 1 OS=Mus musculus GN=Trip4 PE=1 SV=2 E(blastx)=6e-117
isogroup258638	TBCC domain-containing protein 1 OS=Bos taurus GN=TBCCD1 PE=2 SV=1 E(blastx)=5e-134
isogroup242320	Ephrin type-A receptor 7 OS=Gallus gallus GN=EPHA7 PE=2 SV=1 E(blastx)=1e-79
isogroup253383	Polycomb group RING finger protein 5-A OS=Danio rerio GN=pcgf5a PE=2 SV=1 E(blastx)=2e-42
isogroup255120	Ankyrin repeat domain-containing protein 12 OS=Homo sapiens GN=ANKRD12 PE=1 SV=3 E(blastx)=5e-34
isogroup289238	Probable methyltransferase BTM2 homolog OS=Drosophila melanogaster GN=CG3570 PE=2 SV=1 E(blastx)=2e-11
isogroup245842	Serine/threonine-protein kinase OSR1 OS=Sus scrofa GN=OXSR1 PE=2 SV=1 E(blastx)=3e-164
isogroup262391	Integrin alpha-6 OS=Mus musculus GN=Itga6 PE=1 SV=3 E(blastx)=2e-103
isogroup255006	COMM domain-containing protein 5 OS=Homo sapiens GN=COMMD5 PE=1 SV=1 E(blastx)=7e-55
isogroup208424	Forkhead box protein J3 OS=Mus musculus GN=Foxj3 PE=2 SV=1 E(blastx)=4e-59
isogroup255402	Lipoma HMGIC fusion partner-like 2 protein OS=Danio rerio GN=lhfpl2 PE=2 SV=1 E(blastx)=2e-52
isogroup250364	Rap1 GTPase-activating protein 1 OS=Homo sapiens GN=RAP1GAP PE=1 SV=2 E(blastx)=9e-61
isogroup220802	Astacin-like metalloprotease toxin 1 OS=Loxosceles intermedia PE=1 SV=1 E(blastx)=8e-16
isogroup232730	Signal peptide, CUB and EGF-like domain-containing protein 2 OS=Danio rerio GN=scube2 PE=2 SV=1 E(blastx)=3e-30
isogroup260552	Platelet-derived growth factor receptor alpha OS=Xenopus laevis GN=pdgfra PE=2 SV=1 E(blastx)=7e-61
isogroup249883	Forkhead box protein Q1 OS=Homo sapiens GN=FOXQ1 PE=2 SV=2 E(blastx)=2e-34
isogroup371242	HMG domain-containing protein 3 OS=Homo sapiens GN=HMGXB3 PE=2 SV=2 E(blastx)=9e-07
isogroup260946	Cyclin-dependent kinase 9 OS=Gallus gallus GN=CDK9 PE=2 SV=1 E(blastx)=2e-151
isogroup235341	Probable phosphorylase b kinase regulatory subunit beta OS=Drosophila melanogaster GN=CG8475 PE=2 SV=2 E(blastx)=3e-74
isogroup249263	Ankyrin repeat domain-containing protein 54 OS=Bos taurus GN=ANKRD54 PE=2 SV=1 E(blastx)=3e-51
isogroup206762	Pentatricopeptide repeat-containing protein At2g31400, chloroplastic OS=Arabidopsis thaliana GN=At2g31400 PE=2 SV=1 E(blastx)=4e-21
isogroup252123	RNA-binding protein pno1 OS=Nematostella vectensis GN=pno1 PE=3 SV=1 E(blastx)=2e-121
isogroup246139	Superoxide dismutase [Cu-Zn] OS=Equus caballus GN=SOD1 PE=1 SV=2 E(blastx)=1e-52
isogroup255074	Serum response factor OS=Xenopus laevis GN=srf PE=2 SV=1 E(blastx)=6e-59
isogroup133740	Pentatricopeptide repeat-containing protein At2g18940, chloroplastic OS=Arabidopsis thaliana GN=At2g18940 PE=2 SV=1 E(blastx)=3e-16
isogroup257373	UDP-galactose translocator OS=Mus musculus GN=Slc35a2 PE=2 SV=1 E(blastx)=1e-100
isogroup263510	KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens GN=KANK1 PE=1 SV=3 E(blastx)=7e-57
isogroup310384	DNA-directed RNA polymerase subunit beta'' OS=Chlorokybus atmophyticus GN=rpoC2 PE=3 SV=2 E(blastx)=2e-27
isogroup254492	Target of rapamycin complex 2 subunit MAPKAP1 OS=Xenopus tropicalis GN=mapkap1 PE=2 SV=1 E(blastx)=1e-127
isogroup247535	Ran-specific GTPase-activating protein OS=Mus musculus GN=Ranbp1 PE=1 SV=2 E(blastx)=5e-57
isogroup241446	Methionine-R-sulfoxide reductase B1 OS=Pongo abelii GN=MSRB1 PE=3 SV=2 E(blastx)=5e-39
isogroup254591	G-protein-signaling modulator 2 OS=Mus musculus GN=Gpsm2 PE=1 SV=2 E(blastx)=3e-43
isogroup263729	Protein P OS=Duck hepatitis B virus (isolate white Shanghai duck S31) GN=P PE=3 SV=1 E(blastx)=2e-06
isogroup206026	Pentatricopeptide repeat-containing protein At2g31400, chloroplastic OS=Arabidopsis thaliana GN=At2g31400 PE=2 SV=1 E(blastx)=3e-33
isogroup247214	DNA excision repair protein ERCC-6-like OS=Bos taurus GN=ERCC6L PE=2 SV=1 E(blastx)=2e-175
isogroup263591	Spectrin alpha chain OS=Drosophila melanogaster GN=alpha-Spec PE=1 SV=2 E(blastx)=3e-180
isogroup449027	Zinc finger protein 862 OS=Homo sapiens GN=ZNF862 PE=2 SV=2 E(blastx)=3e-10
isogroup257217	Alpha-amylase 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=aah2 PE=1 SV=1 E(blastx)=2e-87
isogroup251989	Mismatch repair endonuclease PMS2 OS=Homo sapiens GN=PMS2 PE=1 SV=2 E(blastx)=2e-62
isogroup260743	Signal transducing adapter molecule 1 OS=Homo sapiens GN=STAM PE=1 SV=3 E(blastx)=1e-112
isogroup253951	Probable S-adenosylmethionine-dependent methyltransferase At5g37970 OS=Arabidopsis thaliana GN=At5g37970 PE=3 SV=1 E(blastx)=3e-15
isogroup253949	Stimulated by retinoic acid gene 6 protein homolog OS=Pongo abelii GN=STRA6 PE=2 SV=1 E(blastx)=1e-15
isogroup251746	Serine protease 23 OS=Bos taurus GN=PRSS23 PE=2 SV=1 E(blastx)=7e-31
isogroup249791	Transmembrane protein 41A OS=Mus musculus GN=Tmem41a PE=2 SV=1 E(blastx)=1e-81
isogroup228807	Protein FAM193A OS=Homo sapiens GN=FAM193A PE=1 SV=2 E(blastx)=2e-20
isogroup259031	Integrase/recombinase xerD homolog OS=Selenomonas ruminantium GN=xerD PE=3 SV=1 E(blastx)=7e-06
isogroup247800	Endothelin-converting enzyme 1 OS=Rattus norvegicus GN=Ece1 PE=1 SV=2 E(blastx)=4e-72
isogroup232384	Calcipressin-3 OS=Mus musculus GN=Rcan3 PE=2 SV=1 E(blastx)=4e-31
isogroup232078	Zinc finger C2HC domain-containing protein 1C OS=Rattus norvegicus GN=Zc2hc1c PE=2 SV=1 E(blastx)=4e-36
isogroup254524	DNA-(apurinic or apyrimidinic site) lyase OS=Danio rerio GN=apex1 PE=1 SV=1 E(blastx)=1e-61
isogroup241389	Beta-1,4-N-acetylgalactosaminyltransferase 3 OS=Mus musculus GN=B4galnt3 PE=2 SV=1 E(blastx)=3e-60
isogroup179334	THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1 E(blastx)=1e-126
isogroup256808	cGMP-dependent 3',5'-cyclic phosphodiesterase OS=Rattus norvegicus GN=Pde2a PE=1 SV=2 E(blastx)=5e-47
isogroup259772	CUB and sushi domain-containing protein 1 OS=Homo sapiens GN=CSMD1 PE=1 SV=2 E(blastx)=2e-65
isogroup258855	Nuclear pore membrane glycoprotein 210-like OS=Homo sapiens GN=NUP210L PE=2 SV=1 E(blastx)=3e-22
isogroup242389	Dynein light chain 4, axonemal OS=Mus musculus GN=Dnal4 PE=2 SV=2 E(blastx)=1e-51
isogroup240782	Formin-like protein 3 OS=Homo sapiens GN=FMNL3 PE=1 SV=3 E(blastx)=5e-69
isogroup246898	Membrane primary amine oxidase OS=Bos taurus GN=AOC3 PE=2 SV=3 E(blastx)=5e-138
isogroup236993	Helicase and polymerase-containing protein TEBICHI OS=Arabidopsis thaliana GN=TEB PE=2 SV=1 E(blastx)=1e-70
isogroup259048	Kinesin-like protein KIF28P OS=Mus musculus GN=Kif28p PE=3 SV=1 E(blastx)=6e-161
isogroup262270	Putative ankyrin repeat protein RF_0381 OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) GN=RF_0381 PE=3 SV=1 E(blastx)=1e-32
isogroup248670	N-acetylgalactosamine kinase OS=Mus musculus GN=Galk2 PE=1 SV=1 E(blastx)=2e-179
isogroup228342	Protein sprouty homolog 3 OS=Homo sapiens GN=SPRY3 PE=1 SV=2 E(blastx)=5e-15
isogroup410811	Putative nuclease HARBI1 OS=Danio rerio GN=harbi1 PE=2 SV=1 E(blastx)=5e-17
isogroup240830	RNA polymerase II-associated protein 1 OS=Homo sapiens GN=RPAP1 PE=1 SV=3 E(blastx)=5e-80
isogroup355495	Myoferlin OS=Xenopus tropicalis GN=myof PE=2 SV=1 E(blastx)=8e-63
isogroup250105	Chromatin accessibility complex protein 1 OS=Mus musculus GN=Chrac1 PE=1 SV=1 E(blastx)=3e-20
isogroup246604	Beta-1,4-galactosyltransferase 7 OS=Mus musculus GN=B4galt7 PE=2 SV=1 E(blastx)=3e-102
isogroup240928	ATP-dependent RNA helicase DHX36 OS=Mus musculus GN=Dhx36 PE=1 SV=2 E(blastx)=5e-42
isogroup208142	Hexosaminidase D OS=Homo sapiens GN=HEXDC PE=2 SV=3 E(blastx)=7e-40
isogroup263791	Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=3 SV=1 E(blastx)=3e-42
isogroup100532	Metabotropic glutamate receptor OS=Drosophila melanogaster GN=mGluR PE=1 SV=2 E(blastx)=5e-13
isogroup329440	F-box/LRR-repeat protein 2 OS=Bos taurus GN=FBXL2 PE=2 SV=1 E(blastx)=2e-30
isogroup227204	Protein spinster homolog 2 OS=Danio rerio GN=spns2 PE=1 SV=2 E(blastx)=4e-15
isogroup208580	Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1 E(blastx)=2e-35
isogroup93689	Ankyrin repeat domain-containing protein 42 OS=Mus musculus GN=Ankrd42 PE=2 SV=1 E(blastx)=3e-19
isogroup262324	Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens GN=PDXDC1 PE=1 SV=2 E(blastx)=1e-125
isogroup106030	Zinc finger protein 544 OS=Homo sapiens GN=ZNF544 PE=2 SV=1 E(blastx)=3e-87
isogroup253349	Hyaluronidase OS=Crotalus adamanteus PE=1 SV=1 E(blastx)=2e-75
isogroup235090	RNA-binding protein 48 OS=Mus musculus GN=Rbm48 PE=2 SV=2 E(blastx)=6e-62
isogroup228480	Probable endonuclease 4 OS=Bacteroides fragilis (strain YCH46) GN=nfo PE=3 SV=1 E(blastx)=3e-102
isogroup189598	Protocadherin alpha-2 OS=Homo sapiens GN=PCDHA2 PE=1 SV=1 E(blastx)=2e-10
isogroup253869	Disrupted in renal carcinoma protein 2 homolog OS=Rattus norvegicus GN=Dirc2 PE=2 SV=1 E(blastx)=2e-67
isogroup243224	Protein O-mannose kinase OS=Macaca fascicularis GN=POMK PE=2 SV=2 E(blastx)=6e-80
isogroup226659	Prostaglandin F synthase OS=Trypanosoma brucei brucei PE=1 SV=1 E(blastx)=1e-90
isogroup172344	Neuronal acetylcholine receptor subunit alpha-9-I OS=Oncorhynchus mykiss GN=nachra9 PE=2 SV=1 E(blastx)=2e-05
isogroup254078	Proto-oncogene tyrosine-protein kinase receptor Ret OS=Homo sapiens GN=RET PE=1 SV=3 E(blastx)=3e-36
isogroup160162	Sodium bicarbonate cotransporter 3 OS=Mus musculus GN=Slc4a7 PE=1 SV=2 E(blastx)=5e-48
isogroup256159	Sterile alpha motif domain-containing protein 5 OS=Mus musculus GN=Samd5 PE=2 SV=1 E(blastx)=1e-20
isogroup262657	Persulfide dioxygenase ETHE1, mitochondrial OS=Bos taurus GN=ETHE1 PE=2 SV=1 E(blastx)=2e-85
isogroup247035	Kielin/chordin-like protein OS=Xenopus laevis GN=kcp PE=2 SV=1 E(blastx)=2e-09
isogroup230550	DNA polymerase delta catalytic subunit OS=Drosophila melanogaster GN=DNApol-delta PE=2 SV=2 E(blastx)=5e-58
isogroup253550	Ras-related and estrogen-regulated growth inhibitor OS=Homo sapiens GN=RERG PE=1 SV=1 E(blastx)=4e-31
isogroup235237	24-hydroxycholesterol 7-alpha-hydroxylase OS=Homo sapiens GN=CYP39A1 PE=2 SV=2 E(blastx)=2e-122
isogroup211248	Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2 E(blastx)=3e-12
isogroup25463	Ubiquitin carboxyl-terminal hydrolase 19 OS=Arabidopsis thaliana GN=UBP19 PE=2 SV=2 E(blastx)=6e-35
isogroup254847	Armadillo repeat-containing protein 2 OS=Bos taurus GN=ARMC2 PE=4 SV=1 E(blastx)=2e-120
isogroup263690	Autophagy-related protein 16 OS=Xenopus tropicalis GN=atg16 PE=2 SV=2 E(blastx)=1e-130
isogroup125353	Lysine-specific demethylase 8 OS=Homo sapiens GN=KDM8 PE=1 SV=1 E(blastx)=1e-34
isogroup216385	Thioredoxin-interacting protein OS=Homo sapiens GN=TXNIP PE=1 SV=1 E(blastx)=3e-06
isogroup237347	Serine protease HTR4 OS=Rattus norvegicus GN=Htra4 PE=3 SV=1 E(blastx)=3e-88
isogroup225392	Pentatricopeptide repeat-containing protein At2g31400, chloroplastic OS=Arabidopsis thaliana GN=At2g31400 PE=2 SV=1 E(blastx)=1e-11
isogroup251544	Protein MEMO1 OS=Bos taurus GN=MEMO1 PE=2 SV=1 E(blastx)=9e-66
isogroup259065	Protein Wnt-8b OS=Danio rerio GN=wnt8b PE=2 SV=1 E(blastx)=4e-58
isogroup199801	Jun dimerization protein 2 OS=Danio rerio GN=jdp2 PE=2 SV=1 E(blastx)=2e-06
isogroup227950	Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase OS=Homo sapiens GN=ALG10B PE=1 SV=2 E(blastx)=1e-90
isogroup260200	TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=2 E(blastx)=1e-123
isogroup251248	Calsenilin OS=Homo sapiens GN=KCNIP3 PE=1 SV=1 E(blastx)=2e-63
isogroup199897	Sodium- and chloride-dependent GABA transporter 1 OS=Homo sapiens GN=SLC6A1 PE=1 SV=2 E(blastx)=4e-50
isogroup244933	BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2 E(blastx)=2e-65
isogroup224717	Neuronal migration protein doublecortin OS=Mus musculus GN=Dcx PE=1 SV=1 E(blastx)=3e-15
isogroup260142	N-alpha-acetyltransferase 16, NatA auxiliary subunit OS=Homo sapiens GN=NAA16 PE=1 SV=2 E(blastx)=4e-51
isogroup252088	Insulin-induced gene 2 protein OS=Sus scrofa GN=INSIG2 PE=2 SV=2 E(blastx)=4e-54
isogroup247268	Synaptotagmin-C OS=Diplobatis ommata GN=P65-C PE=2 SV=1 E(blastx)=2e-37
isogroup258969	BAG family molecular chaperone regulator 4 OS=Mus musculus GN=Bag4 PE=1 SV=2 E(blastx)=3e-12
isogroup262431	D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3 E(blastx)=2e-149
isogroup248878	DNA-directed RNA polymerase III subunit RPC8 OS=Homo sapiens GN=POLR3H PE=1 SV=1 E(blastx)=3e-76
isogroup257796	Transmembrane protein 175 OS=Danio rerio GN=tmem175 PE=3 SV=1 E(blastx)=8e-46
isogroup259199	Histone acetyltransferase KAT6B OS=Homo sapiens GN=KAT6B PE=1 SV=3 E(blastx)=1e-139
isogroup191229	Putative metal chaperone YciC OS=Bacillus subtilis (strain 168) GN=yciC PE=2 SV=1 E(blastx)=1e-18
isogroup254284	Alpha-catulin OS=Mus musculus GN=Ctnnal1 PE=2 SV=1 E(blastx)=3e-120
isogroup9193	High affinity cationic amino acid transporter 1 OS=Mus musculus GN=Slc7a1 PE=1 SV=1 E(blastx)=3e-83
isogroup263029	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Homo sapiens GN=MAN1B1 PE=1 SV=2 E(blastx)=3e-179
isogroup257682	Polycystic kidney disease protein 1-like 2 OS=Mus musculus GN=Pkd1l2 PE=2 SV=1 E(blastx)=2e-67
isogroup258495	Tachykinin-like peptides receptor 86C OS=Drosophila melanogaster GN=TkR86C PE=2 SV=2 E(blastx)=2e-23
isogroup121954	Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1 E(blastx)=2e-08
isogroup249665	Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1 E(blastx)=3e-12
isogroup234387	Polycystic kidney disease protein 1-like 2 OS=Mus musculus GN=Pkd1l2 PE=2 SV=1 E(blastx)=2e-61
isogroup262207	Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Bos taurus GN=CAMK2D PE=2 SV=1 E(blastx)=5e-56
isogroup255043	E3 ubiquitin-protein ligase TRIM71 OS=Rattus norvegicus GN=Trim71 PE=3 SV=1 E(blastx)=7e-124
isogroup248571	Transmembrane protein 165 OS=Homo sapiens GN=TMEM165 PE=1 SV=1 E(blastx)=5e-76
isogroup32594	Gamma-aminobutyric acid receptor subunit beta-like OS=Drosophila melanogaster GN=Lcch3 PE=1 SV=2 E(blastx)=2e-50
isogroup233099	Structural maintenance of chromosomes protein 3 OS=Rattus norvegicus GN=Smc3 PE=1 SV=1 E(blastx)=6e-98
isogroup261995	Deoxyribodipyrimidine photo-lyase OS=Arabidopsis thaliana GN=PHR1 PE=2 SV=1 E(blastx)=3e-161
isogroup248546	Calpain-B OS=Drosophila melanogaster GN=CalpB PE=1 SV=2 E(blastx)=1e-175
isogroup248178	Phosphomevalonate kinase OS=Bos taurus GN=PMVK PE=2 SV=3 E(blastx)=7e-66
isogroup247982	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=1e-16
isogroup260071	PH-interacting protein OS=Homo sapiens GN=PHIP PE=1 SV=2 E(blastx)=2e-133
isogroup216490	Probable 28S ribosomal protein S6, mitochondrial OS=Drosophila melanogaster GN=mRpS6 PE=2 SV=1 E(blastx)=5e-23
isogroup248590	Protein phosphatase methylesterase 1 OS=Mus musculus GN=Ppme1 PE=1 SV=5 E(blastx)=3e-131
isogroup245689	Neuropeptide FF receptor 2 OS=Homo sapiens GN=NPFFR2 PE=1 SV=2 E(blastx)=3e-26
isogroup261947	Tubulin--tyrosine ligase-like protein 12 OS=Caenorhabditis elegans GN=ttll-12 PE=3 SV=1 E(blastx)=1e-105
isogroup228847	Protein NYNRIN OS=Mus musculus GN=Nynrin PE=2 SV=2 E(blastx)=3e-08
isogroup228706	TM2 domain-containing protein CG11103 OS=Drosophila melanogaster GN=CG11103 PE=2 SV=3 E(blastx)=3e-60
isogroup198864	Fibroblast growth factor receptor-like 1 OS=Gallus gallus GN=FGFRL1 PE=1 SV=1 E(blastx)=1e-28
isogroup250258	Putative ankyrin repeat protein RF_0381 OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) GN=RF_0381 PE=3 SV=1 E(blastx)=1e-18
isogroup257633	YrdC domain-containing protein, mitochondrial OS=Rattus norvegicus GN=Yrdc PE=2 SV=1 E(blastx)=7e-62
isogroup243419	N-acetylneuraminate lyase OS=Mus musculus GN=Npl PE=1 SV=1 E(blastx)=2e-76
isogroup162108	Zinc finger and SCAN domain-containing protein 22 OS=Homo sapiens GN=ZSCAN22 PE=2 SV=2 E(blastx)=2e-31
isogroup238360	Aldehyde dehydrogenase, mitochondrial OS=Pongo abelii GN=ALDH2 PE=2 SV=1 E(blastx)=8e-159
isogroup245881	Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Rattus norvegicus GN=Sgta PE=1 SV=1 E(blastx)=7e-58
isogroup253870	Putative nuclease HARBI1 OS=Homo sapiens GN=HARBI1 PE=1 SV=1 E(blastx)=3e-51
isogroup222210	Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens GN=HECTD4 PE=1 SV=5 E(blastx)=2e-94
isogroup247118	CCR4-NOT transcription complex subunit 11 OS=Danio rerio GN=cnot11 PE=2 SV=1 E(blastx)=2e-179
isogroup231585	Pentatricopeptide repeat-containing protein At5g02860 OS=Arabidopsis thaliana GN=At5g02860 PE=2 SV=1 E(blastx)=1e-10
isogroup245432	Mitochondria-eating protein OS=Rattus norvegicus GN=Spata18 PE=2 SV=1 E(blastx)=1e-07
isogroup255743	Toll-like receptor 4 OS=Sus scrofa GN=TLR4 PE=2 SV=1 E(blastx)=2e-16
isogroup248451	Peroxisome proliferator-activated receptor gamma coactivator-related protein 1 OS=Homo sapiens GN=PPRC1 PE=1 SV=1 E(blastx)=3e-20
isogroup103219	Arrestin domain-containing protein 3 OS=Bos taurus GN=ARRDC3 PE=2 SV=1 E(blastx)=6e-23
isogroup263355	[Protein ADP-ribosylarginine] hydrolase OS=Homo sapiens GN=ADPRH PE=1 SV=1 E(blastx)=9e-123
isogroup201283	Proton-coupled amino acid transporter 4 OS=Xenopus laevis GN=slc36a4 PE=2 SV=1 E(blastx)=2e-52
isogroup68125	Alpha-ketoglutarate-dependent taurine dioxygenase OS=Escherichia coli (strain K12) GN=tauD PE=1 SV=3 E(blastx)=2e-11
isogroup258037	Probable ADP-ribose 1''-phosphate phosphatase YML087W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR087W PE=1 SV=1 E(blastx)=5e-05
isogroup104918	Serine/threonine-protein kinase H1 homolog OS=Pinctada fucata GN=PSKH1 PE=2 SV=1 E(blastx)=3e-27
isogroup248354	Sedoheptulokinase OS=Homo sapiens GN=SHPK PE=1 SV=3 E(blastx)=1e-54
isogroup255705	Anoctamin-10 OS=Mus musculus GN=Ano10 PE=2 SV=1 E(blastx)=2e-171
isogroup114763	Twist-related protein OS=Xenopus laevis GN=twist1 PE=2 SV=1 E(blastx)=1e-40
isogroup261384	Zinc finger CCCH domain-containing protein 14 OS=Danio rerio GN=zc3h14 PE=2 SV=1 E(blastx)=1e-36
isogroup243632	Matrix metalloproteinase-14 OS=Mus musculus GN=Mmp14 PE=2 SV=3 E(blastx)=4e-35
isogroup257040	General transcription factor IIF subunit 1 OS=Xenopus laevis GN=gtf2f1 PE=2 SV=1 E(blastx)=1e-36
isogroup202848	Adenylate kinase 9 OS=Homo sapiens GN=AK9 PE=1 SV=2 E(blastx)=5e-44
isogroup256899	Muscle, skeletal receptor tyrosine-protein kinase OS=Homo sapiens GN=MUSK PE=1 SV=1 E(blastx)=2e-78
isogroup227096	Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3 E(blastx)=4e-37
isogroup258410	Putative ATP-dependent RNA helicase DHX57 OS=Homo sapiens GN=DHX57 PE=1 SV=2 E(blastx)=2e-151
isogroup235300	Spondin-1 OS=Gallus gallus GN=SPON1 PE=2 SV=1 E(blastx)=3e-67
isogroup257937	E3 ubiquitin-protein ligase RFWD3 OS=Mus musculus GN=Rfwd3 PE=2 SV=1 E(blastx)=5e-103
isogroup243616	Metabotropic glutamate receptor 2 OS=Mus musculus GN=Grm2 PE=1 SV=2 E(blastx)=1e-89
isogroup248595	5-hydroxytryptamine receptor 1A-beta OS=Takifugu rubripes GN=htr1a-B PE=3 SV=1 E(blastx)=4e-12
isogroup234408	Protein NLRC5 OS=Ictalurus punctatus GN=nlrc5 PE=2 SV=1 E(blastx)=3e-07
isogroup245741	Dehydrodolichyl diphosphate syntase complex subunit nus1 OS=Danio rerio GN=nus1 PE=2 SV=1 E(blastx)=3e-53
isogroup238462	Beta-1,3-galactosyltransferase 6 OS=Mus musculus GN=B3galt6 PE=2 SV=1 E(blastx)=5e-08
isogroup252560	Cyclin-D-binding Myb-like transcription factor 1 OS=Homo sapiens GN=DMTF1 PE=1 SV=1 E(blastx)=3e-29
isogroup262494	Gamma-tubulin complex component 2 homolog OS=Drosophila melanogaster GN=Grip84 PE=1 SV=2 E(blastx)=2e-138
isogroup249004	Focadhesin OS=Homo sapiens GN=FOCAD PE=1 SV=1 E(blastx)=6e-98
isogroup258735	Protein PAT1 homolog 1 OS=Danio rerio GN=patl1 PE=1 SV=1 E(blastx)=2e-51
isogroup244382	Leucine-rich repeat-containing protein 40 OS=Danio rerio GN=lrrc40 PE=2 SV=1 E(blastx)=4e-25
